"Year","Province","Normalization","Value"
1972,"Newfoundland and Labrador","Share of Canada's GDP",0.00210869086908691
1972,"Nova Scotia","Share of Canada's GDP",0.00254785478547855
1972,"Ontario","Share of Canada's GDP",0.0104862486248625
1972,"Prince Edward Island","Share of Canada's GDP",0.000534213421342134
1972,"Quebec","Share of Canada's GDP",0.010554895489549
1972,"Saskatchewan","Share of Canada's GDP",0.00275115511551155
1973,"Alberta","Share of Canada's GDP",0.00334310189359784
1973,"British Columbia","Share of Canada's GDP",0.00249699428914938
1973,"Manitoba","Share of Canada's GDP",0.00233243162007815
1973,"New Brunswick","Share of Canada's GDP",0.00228434024646829
1973,"Newfoundland and Labrador","Share of Canada's GDP",0.00221295461376616
1973,"Nova Scotia","Share of Canada's GDP",0.00256687706642621
1973,"Ontario","Share of Canada's GDP",0.00945972347460174
1973,"Prince Edward Island","Share of Canada's GDP",0.000534265103697024
1973,"Quebec","Share of Canada's GDP",0.0105763450556057
1973,"Saskatchewan","Share of Canada's GDP",0.00252855425308085
1974,"Alberta","Share of Canada's GDP",0.00350334162950236
1974,"British Columbia","Share of Canada's GDP",0.0031717054312534
1974,"Manitoba","Share of Canada's GDP",0.00255012444253534
1974,"New Brunswick","Share of Canada's GDP",0.00239978269932915
1974,"Newfoundland and Labrador","Share of Canada's GDP",0.00244210579510568
1974,"Nova Scotia","Share of Canada's GDP",0.00262592700213511
1974,"Ontario","Share of Canada's GDP",0.0119490101449092
1974,"Prince Edward Island","Share of Canada's GDP",0.000550200245094943
1974,"Quebec","Share of Canada's GDP",0.0125554306217073
1974,"Saskatchewan","Share of Canada's GDP",0.00201887483734034
1975,"Alberta","Share of Canada's GDP",0.00288073239911258
1975,"British Columbia","Share of Canada's GDP",0.00347496419444522
1975,"Manitoba","Share of Canada's GDP",0.00256508186132719
1975,"New Brunswick","Share of Canada's GDP",0.00239209188688253
1975,"Newfoundland and Labrador","Share of Canada's GDP",0.00217136117273723
1975,"Nova Scotia","Share of Canada's GDP",0.00286051279170996
1975,"Ontario","Share of Canada's GDP",0.0116431239293437
1975,"Prince Edward Island","Share of Canada's GDP",0.000629054452526047
1975,"Quebec","Share of Canada's GDP",0.0110106995422506
1975,"Saskatchewan","Share of Canada's GDP",0.00183829930635514
1976,"Alberta","Share of Canada's GDP",0.00310086550457023
1976,"British Columbia","Share of Canada's GDP",0.00392365307974972
1976,"Manitoba","Share of Canada's GDP",0.00258195109874907
1976,"New Brunswick","Share of Canada's GDP",0.00237564742945628
1976,"Newfoundland and Labrador","Share of Canada's GDP",0.00217856674773187
1976,"Nova Scotia","Share of Canada's GDP",0.00285378652181722
1976,"Ontario","Share of Canada's GDP",0.012419480891426
1976,"Prince Edward Island","Share of Canada's GDP",0.000657259219346915
1976,"Quebec","Share of Canada's GDP",0.0119107603139699
1976,"Saskatchewan","Share of Canada's GDP",0.00135675001334906
1977,"Alberta","Share of Canada's GDP",0.00260393094266167
1977,"British Columbia","Share of Canada's GDP",0.00324590581732058
1977,"Manitoba","Share of Canada's GDP",0.0029308503860198
1977,"New Brunswick","Share of Canada's GDP",0.00228755728779896
1977,"Newfoundland and Labrador","Share of Canada's GDP",0.00216935657507942
1977,"Nova Scotia","Share of Canada's GDP",0.00280474033192869
1977,"Ontario","Share of Canada's GDP",0.00980802270859789
1977,"Prince Edward Island","Share of Canada's GDP",0.000555411527425641
1977,"Quebec","Share of Canada's GDP",0.0131989331177305
1977,"Saskatchewan","Share of Canada's GDP",0.00138984704212603
1978,"Alberta","Share of Canada's GDP",0.00265072765072765
1978,"British Columbia","Share of Canada's GDP",0.00319547380616083
1978,"Manitoba","Share of Canada's GDP",0.00241108695307169
1978,"New Brunswick","Share of Canada's GDP",0.00248845439685134
1978,"Newfoundland and Labrador","Share of Canada's GDP",0.00240672263573027
1978,"Nova Scotia","Share of Canada's GDP",0.00273206265572678
1978,"Ontario","Share of Canada's GDP",0.00979432162638269
1978,"Prince Edward Island","Share of Canada's GDP",0.000563393693164686
1978,"Quebec","Share of Canada's GDP",0.013584929615464
1978,"Saskatchewan","Share of Canada's GDP",0.00176953230388345
1979,"Alberta","Share of Canada's GDP",0.00233470341546871
1979,"British Columbia","Share of Canada's GDP",0.00331845020759874
1979,"Manitoba","Share of Canada's GDP",0.00266261901284539
1979,"New Brunswick","Share of Canada's GDP",0.00251587417499496
1979,"Newfoundland and Labrador","Share of Canada's GDP",0.00226098325996091
1979,"Nova Scotia","Share of Canada's GDP",0.00269947909059929
1979,"Ontario","Share of Canada's GDP",0.00966464283975603
1979,"Prince Edward Island","Share of Canada's GDP",0.000560899107707929
1979,"Quebec","Share of Canada's GDP",0.0125025210902237
1979,"Saskatchewan","Share of Canada's GDP",0.00147057800774757
1980,"Alberta","Share of Canada's GDP",0.00228010708044666
1980,"British Columbia","Share of Canada's GDP",0.00321953970280219
1980,"Manitoba","Share of Canada's GDP",0.00263859109893787
1980,"New Brunswick","Share of Canada's GDP",0.00217104366254787
1980,"Newfoundland and Labrador","Share of Canada's GDP",0.00212425793498333
1980,"Nova Scotia","Share of Canada's GDP",0.00264292884851339
1980,"Ontario","Share of Canada's GDP",0.0091507925688153
1980,"Prince Edward Island","Share of Canada's GDP",0.00054314821470621
1980,"Quebec","Share of Canada's GDP",0.0117661457235986
1980,"Saskatchewan","Share of Canada's GDP",0.00161085428879497
1981,"Alberta","Share of Canada's GDP",0.00237540653386108
1981,"British Columbia","Share of Canada's GDP",0.00305952361561307
1981,"Manitoba","Share of Canada's GDP",0.00236454753256343
1981,"New Brunswick","Share of Canada's GDP",0.00223152476666721
1981,"Newfoundland and Labrador","Share of Canada's GDP",0.00211207575239305
1981,"Nova Scotia","Share of Canada's GDP",0.00260073081078733
1981,"Ontario","Share of Canada's GDP",0.00918942984813687
1981,"Prince Edward Island","Share of Canada's GDP",0.000496799309367518
1981,"Quebec","Share of Canada's GDP",0.0122380944624523
1981,"Saskatchewan","Share of Canada's GDP",0.00154197818426639
1982,"Alberta","Share of Canada's GDP",0.00315832047421177
1982,"British Columbia","Share of Canada's GDP",0.0032793980127827
1982,"Manitoba","Share of Canada's GDP",0.00247307312825718
1982,"New Brunswick","Share of Canada's GDP",0.00249368207099266
1982,"Newfoundland and Labrador","Share of Canada's GDP",0.0023107777042153
1982,"Nova Scotia","Share of Canada's GDP",0.00271780432324096
1982,"Ontario","Share of Canada's GDP",0.00828479497966155
1982,"Prince Edward Island","Share of Canada's GDP",0.000556441453857865
1982,"Quebec","Share of Canada's GDP",0.0143953465007303
1982,"Saskatchewan","Share of Canada's GDP",0.00164871541883812
1983,"Alberta","Share of Canada's GDP",0.00301673803036201
1983,"British Columbia","Share of Canada's GDP",0.00356976711067227
1983,"Manitoba","Share of Canada's GDP",0.00241386512736283
1983,"New Brunswick","Share of Canada's GDP",0.00234265966637868
1983,"Newfoundland and Labrador","Share of Canada's GDP",0.00211242867586325
1983,"Nova Scotia","Share of Canada's GDP",0.0025966258105555
1983,"Ontario","Share of Canada's GDP",0.00927569805086918
1983,"Prince Edward Island","Share of Canada's GDP",0.000496064711522942
1983,"Quebec","Share of Canada's GDP",0.0147039276932279
1983,"Saskatchewan","Share of Canada's GDP",0.00146683249627358
1984,"Alberta","Share of Canada's GDP",0.00338754854043196
1984,"British Columbia","Share of Canada's GDP",0.00383128493071219
1984,"Manitoba","Share of Canada's GDP",0.00256934192811038
1984,"New Brunswick","Share of Canada's GDP",0.00233556861030421
1984,"Newfoundland and Labrador","Share of Canada's GDP",0.00213209924110254
1984,"Nova Scotia","Share of Canada's GDP",0.00271003883234557
1984,"Ontario","Share of Canada's GDP",0.0100630755044525
1984,"Prince Edward Island","Share of Canada's GDP",0.000564952184698238
1984,"Quebec","Share of Canada's GDP",0.014394375587139
1984,"Saskatchewan","Share of Canada's GDP",0.00169052741857978
1985,"Alberta","Share of Canada's GDP",0.00376779653898689
1985,"British Columbia","Share of Canada's GDP",0.00402378271573335
1985,"Manitoba","Share of Canada's GDP",0.00247986608723129
1985,"New Brunswick","Share of Canada's GDP",0.00244186813912049
1985,"Newfoundland and Labrador","Share of Canada's GDP",0.00242786889507967
1985,"Nova Scotia","Share of Canada's GDP",0.00248186597923712
1985,"Ontario","Share of Canada's GDP",0.0104374363784356
1985,"Prince Edward Island","Share of Canada's GDP",0.000493973325440426
1985,"Quebec","Share of Canada's GDP",0.0136632621838421
1985,"Saskatchewan","Share of Canada's GDP",0.00172790669303858
1986,"Alberta","Share of Canada's GDP",0.00330972409471545
1986,"British Columbia","Share of Canada's GDP",0.00389647380513833
1986,"Manitoba","Share of Canada's GDP",0.00223116799270835
1986,"New Brunswick","Share of Canada's GDP",0.00227104418662059
1986,"Newfoundland and Labrador","Share of Canada's GDP",0.00225965098835995
1986,"Nova Scotia","Share of Canada's GDP",0.00232801017792378
1986,"Ontario","Share of Canada's GDP",0.00967092645690523
1986,"Prince Edward Island","Share of Canada's GDP",0.000461424529555855
1986,"Quebec","Share of Canada's GDP",0.0120767901562767
1986,"Saskatchewan","Share of Canada's GDP",0.00167859787706739
1987,"Alberta","Share of Canada's GDP",0.00331165032315578
1987,"British Columbia","Share of Canada's GDP",0.00381309895252953
1987,"Manitoba","Share of Canada's GDP",0.00238884555382215
1987,"New Brunswick","Share of Canada's GDP",0.00227567138399822
1987,"Newfoundland and Labrador","Share of Canada's GDP",0.0022373662803655
1987,"Nova Scotia","Share of Canada's GDP",0.0023104942054825
1987,"Ontario","Share of Canada's GDP",0.00960761644751504
1987,"Prince Edward Island","Share of Canada's GDP",0.000440508691776242
1987,"Quebec","Share of Canada's GDP",0.0116360457989748
1987,"Saskatchewan","Share of Canada's GDP",0.00186824437263205
1988,"Alberta","Share of Canada's GDP",0.00336420511282609
1988,"British Columbia","Share of Canada's GDP",0.00369440447667389
1988,"Manitoba","Share of Canada's GDP",0.00266552240091626
1988,"New Brunswick","Share of Canada's GDP",0.00227789706074711
1988,"Newfoundland and Labrador","Share of Canada's GDP",0.00227470672872926
1988,"Nova Scotia","Share of Canada's GDP",0.00248686380791649
1988,"Ontario","Share of Canada's GDP",0.00928227100594359
1988,"Prince Edward Island","Share of Canada's GDP",0.000462598142588699
1988,"Quebec","Share of Canada's GDP",0.0114596726081283
1988,"Saskatchewan","Share of Canada's GDP",0.00187591522649762
1989,"Alberta","Share of Canada's GDP",0.00307484301921293
1989,"British Columbia","Share of Canada's GDP",0.00343965490284836
1989,"Manitoba","Share of Canada's GDP",0.00256410638212332
1989,"New Brunswick","Share of Canada's GDP",0.00227672395950439
1989,"Newfoundland and Labrador","Share of Canada's GDP",0.00220822866706672
1989,"Nova Scotia","Share of Canada's GDP",0.00239435717912561
1989,"Ontario","Share of Canada's GDP",0.00885673911781041
1989,"Prince Edward Island","Share of Canada's GDP",0.000469043850388413
1989,"Quebec","Share of Canada's GDP",0.010969669986703
1989,"Saskatchewan","Share of Canada's GDP",0.00189553276680778
1990,"Alberta","Share of Canada's GDP",0.00303378427924618
1990,"British Columbia","Share of Canada's GDP",0.00329402833353223
1990,"Manitoba","Share of Canada's GDP",0.00257943554358657
1990,"New Brunswick","Share of Canada's GDP",0.00234938555084752
1990,"Newfoundland and Labrador","Share of Canada's GDP",0.00232206711420976
1990,"Nova Scotia","Share of Canada's GDP",0.00247591304685399
1990,"Ontario","Share of Canada's GDP",0.00912435783701246
1990,"Prince Edward Island","Share of Canada's GDP",0.000483104984751999
1990,"Quebec","Share of Canada's GDP",0.0108454193451915
1990,"Saskatchewan","Share of Canada's GDP",0.00222573367975028
1991,"Alberta","Share of Canada's GDP",0.00312209218650475
1991,"British Columbia","Share of Canada's GDP",0.00317481578801122
1991,"Manitoba","Share of Canada's GDP",0.00290122304505873
1991,"New Brunswick","Share of Canada's GDP",0.00215026796414225
1991,"Newfoundland and Labrador","Share of Canada's GDP",0.00218731698141707
1991,"Nova Scotia","Share of Canada's GDP",0.00238538672761705
1991,"Ontario","Share of Canada's GDP",0.00996333572251996
1991,"Prince Edward Island","Share of Canada's GDP",0.000455987904920822
1991,"Quebec","Share of Canada's GDP",0.0105190709816422
1991,"Saskatchewan","Share of Canada's GDP",0.00255495722975948
1992,"Alberta","Share of Canada's GDP",0.00384446213719802
1992,"British Columbia","Share of Canada's GDP",0.00353406566486089
1992,"Manitoba","Share of Canada's GDP",0.00261401154730554
1992,"New Brunswick","Share of Canada's GDP",0.00241914380682483
1992,"Newfoundland and Labrador","Share of Canada's GDP",0.00227856065119231
1992,"Nova Scotia","Share of Canada's GDP",0.0023578996598166
1992,"Ontario","Share of Canada's GDP",0.0103405174573657
1992,"Prince Edward Island","Share of Canada's GDP",0.000450979627969645
1992,"Quebec","Share of Canada's GDP",0.0113691407446175
1992,"Saskatchewan","Share of Canada's GDP",0.00243167101871287
1993,"Alberta","Share of Canada's GDP",0.00303599420109044
1993,"British Columbia","Share of Canada's GDP",0.00378026791176341
1993,"Manitoba","Share of Canada's GDP",0.00241219645077821
1993,"New Brunswick","Share of Canada's GDP",0.00204407546078708
1993,"Newfoundland and Labrador","Share of Canada's GDP",0.001938324340026
1993,"Nova Scotia","Share of Canada's GDP",0.00222478940132818
1993,"Ontario","Share of Canada's GDP",0.0115067928362317
1993,"Prince Edward Island","Share of Canada's GDP",0.000393554803845057
1993,"Quebec","Share of Canada's GDP",0.0116995543728088
1993,"Saskatchewan","Share of Canada's GDP",0.00201462578158779
1994,"Alberta","Share of Canada's GDP",0.00250135105786568
1994,"British Columbia","Share of Canada's GDP",0.00332461248630002
1994,"Manitoba","Share of Canada's GDP",0.00250008838696318
1994,"New Brunswick","Share of Canada's GDP",0.00192052244271262
1994,"Newfoundland and Labrador","Share of Canada's GDP",0.00186875293570985
1994,"Nova Scotia","Share of Canada's GDP",0.00231826377700222
1994,"Ontario","Share of Canada's GDP",0.0100319203204154
1994,"Prince Edward Island","Share of Canada's GDP",0.000405317359704636
1994,"Quebec","Share of Canada's GDP",0.0107036612405489
1994,"Saskatchewan","Share of Canada's GDP",0.00185360088487977
1995,"Alberta","Share of Canada's GDP",0.0023472230739724
1995,"British Columbia","Share of Canada's GDP",0.00339337270222854
1995,"Manitoba","Share of Canada's GDP",0.00257208512050562
1995,"New Brunswick","Share of Canada's GDP",0.0019961015895462
1995,"Newfoundland and Labrador","Share of Canada's GDP",0.00190952368927673
1995,"Nova Scotia","Share of Canada's GDP",0.0024374083867531
1995,"Ontario","Share of Canada's GDP",0.0101284118606913
1995,"Prince Edward Island","Share of Canada's GDP",0.000389600551212632
1995,"Quebec","Share of Canada's GDP",0.0115341002692332
1995,"Saskatchewan","Share of Canada's GDP",0.00156922444238421
1996,"Alberta","Share of Canada's GDP",0.0019143229972297
1996,"British Columbia","Share of Canada's GDP",0.00240744143637028
1996,"Manitoba","Share of Canada's GDP",0.00235975781371753
1996,"New Brunswick","Share of Canada's GDP",0.00197363677174897
1996,"Newfoundland and Labrador","Share of Canada's GDP",0.00198642993880214
1996,"Nova Scotia","Share of Canada's GDP",0.0023434756011044
1996,"Ontario","Share of Canada's GDP",0.00765612897373214
1996,"Prince Edward Island","Share of Canada's GDP",0.000339600434502474
1996,"Quebec","Share of Canada's GDP",0.00943089014856356
1996,"Saskatchewan","Share of Canada's GDP",0.00160030889683357
1997,"Alberta","Share of Canada's GDP",0.00153264985235841
1997,"British Columbia","Share of Canada's GDP",0.00204537084613298
1997,"Manitoba","Share of Canada's GDP",0.00212145202585437
1997,"New Brunswick","Share of Canada's GDP",0.0016781964570428
1997,"Newfoundland and Labrador","Share of Canada's GDP",0.00172119886297228
1997,"Nova Scotia","Share of Canada's GDP",0.00203544721399541
1997,"Ontario","Share of Canada's GDP",0.00580973530365212
1997,"Prince Edward Island","Share of Canada's GDP",0.000331890363712144
1997,"Quebec","Share of Canada's GDP",0.00775145932523712
1997,"Saskatchewan","Share of Canada's GDP",0.00117429646961274
1998,"Alberta","Share of Canada's GDP",0.00145234480324237
1998,"British Columbia","Share of Canada's GDP",0.00221253992353394
1998,"Manitoba","Share of Canada's GDP",0.00187443915674692
1998,"New Brunswick","Share of Canada's GDP",0.00171070482314566
1998,"Newfoundland and Labrador","Share of Canada's GDP",0.00197331768288274
1998,"Nova Scotia","Share of Canada's GDP",0.0019531166936722
1998,"Ontario","Share of Canada's GDP",0.00532987152170862
1998,"Prince Edward Island","Share of Canada's GDP",0.000358301755997567
1998,"Quebec","Share of Canada's GDP",0.00797832752820696
1998,"Saskatchewan","Share of Canada's GDP",0.00125884059080451
1999,"Alberta","Share of Canada's GDP",0.00180072564778997
1999,"British Columbia","Share of Canada's GDP",0.0029932723302382
1999,"Manitoba","Share of Canada's GDP",0.00227496634180848
1999,"New Brunswick","Share of Canada's GDP",0.0019207740243093
1999,"Newfoundland and Labrador","Share of Canada's GDP",0.00204677521288744
1999,"Nova Scotia","Share of Canada's GDP",0.00210828760416181
1999,"Ontario","Share of Canada's GDP",0.0068913720934155
1999,"Prince Edward Island","Share of Canada's GDP",0.000397846272597123
1999,"Quebec","Share of Canada's GDP",0.00803232773802071
1999,"Saskatchewan","Share of Canada's GDP",0.00177393799352532
2000,"Alberta","Share of Canada's GDP",0.00211650065863765
2000,"British Columbia","Share of Canada's GDP",0.00271501558218234
2000,"Manitoba","Share of Canada's GDP",0.0021092678498939
2000,"New Brunswick","Share of Canada's GDP",0.00155686208209057
2000,"Newfoundland and Labrador","Share of Canada's GDP",0.00151346522962812
2000,"Nova Scotia","Share of Canada's GDP",0.00178288735533252
2000,"Ontario","Share of Canada's GDP",0.00650591146499637
2000,"Prince Edward Island","Share of Canada's GDP",0.00033451740439809
2000,"Quebec","Share of Canada's GDP",0.00742809457982354
2000,"Saskatchewan","Share of Canada's GDP",0.00147910938809534
2001,"Alberta","Share of Canada's GDP",0.00206982175418486
2001,"British Columbia","Share of Canada's GDP",0.0026587030806182
2001,"Manitoba","Share of Canada's GDP",0.00223058460887883
2001,"New Brunswick","Share of Canada's GDP",0.00174043264429558
2001,"Newfoundland and Labrador","Share of Canada's GDP",0.00150889918508959
2001,"Nova Scotia","Share of Canada's GDP",0.00201040939484143
2001,"Ontario","Share of Canada's GDP",0.00697483624468456
2001,"Prince Edward Island","Share of Canada's GDP",0.000394917447400403
2001,"Quebec","Share of Canada's GDP",0.00763710930913037
2001,"Saskatchewan","Share of Canada's GDP",0.00164781926061319
2002,"Alberta","Share of Canada's GDP",0.00178353916497863
2002,"British Columbia","Share of Canada's GDP",0.00307030109894161
2002,"Manitoba","Share of Canada's GDP",0.00214460322327163
2002,"New Brunswick","Share of Canada's GDP",0.00151713923333786
2002,"Newfoundland and Labrador","Share of Canada's GDP",0.00121471666943119
2002,"Nova Scotia","Share of Canada's GDP",0.00166625617620596
2002,"Ontario","Share of Canada's GDP",0.00701352272860549
2002,"Prince Edward Island","Share of Canada's GDP",0.00031498859841802
2002,"Quebec","Share of Canada's GDP",0.00690210388927145
2002,"Saskatchewan","Share of Canada's GDP",0.00116277706011758
2003,"Alberta","Share of Canada's GDP",0.00255190887087198
2003,"British Columbia","Share of Canada's GDP",0.00314645103753984
2003,"Manitoba","Share of Canada's GDP",0.00245308416756525
2003,"New Brunswick","Share of Canada's GDP",0.00163060760456092
2003,"Newfoundland and Labrador","Share of Canada's GDP",0.0011874903865082
2003,"Nova Scotia","Share of Canada's GDP",0.00173341717493646
2003,"Ontario","Share of Canada's GDP",0.0088304654245039
2003,"Prince Edward Island","Share of Canada's GDP",0.000331540940125778
2003,"Quebec","Share of Canada's GDP",0.00713291205318682
2003,"Saskatchewan","Share of Canada's GDP",0.0013309456009857
2004,"Alberta","Share of Canada's GDP",0.00246531674416481
2004,"British Columbia","Share of Canada's GDP",0.00340188256467807
2004,"Manitoba","Share of Canada's GDP",0.00200863796677624
2004,"New Brunswick","Share of Canada's GDP",0.00139848517403579
2004,"Newfoundland and Labrador","Share of Canada's GDP",0.00100693927145511
2004,"Nova Scotia","Share of Canada's GDP",0.00152650496245127
2004,"Ontario","Share of Canada's GDP",0.00834823778140958
2004,"Prince Edward Island","Share of Canada's GDP",0.000289728994835038
2004,"Quebec","Share of Canada's GDP",0.0058177881624369
2004,"Saskatchewan","Share of Canada's GDP",0.00167398974793577
2005,"Alberta","Share of Canada's GDP",0.00270049733045393
2005,"British Columbia","Share of Canada's GDP",0.00448371190005557
2005,"Manitoba","Share of Canada's GDP",0.00257106479364655
2005,"New Brunswick","Share of Canada's GDP",0.00179939363670257
2005,"Newfoundland and Labrador","Share of Canada's GDP",0.00285103299826251
2005,"Nova Scotia","Share of Canada's GDP",0.00267517357325248
2005,"Ontario","Share of Canada's GDP",0.010614874893605
2005,"Prince Edward Island","Share of Canada's GDP",0.00036719447942093
2005,"Quebec","Share of Canada's GDP",0.00815636013196491
2005,"Saskatchewan","Share of Canada's GDP",0.0016439339049937
2006,"Alberta","Share of Canada's GDP",0.00224107379106297
2006,"British Columbia","Share of Canada's GDP",0.00380528182471783
2006,"Manitoba","Share of Canada's GDP",0.00231657806607493
2006,"New Brunswick","Share of Canada's GDP",0.00160897605512213
2006,"Newfoundland and Labrador","Share of Canada's GDP",0.00115728676390014
2006,"Nova Scotia","Share of Canada's GDP",0.00186087969830363
2006,"Ontario","Share of Canada's GDP",0.0095055204984084
2006,"Prince Edward Island","Share of Canada's GDP",0.000328076097618341
2006,"Quebec","Share of Canada's GDP",0.00805757568468346
2006,"Saskatchewan","Share of Canada's GDP",0.00149271283519221
2007,"Newfoundland and Labrador","Share of Canada's GDP",0.00179633013682914
2007,"Prince Edward Island","Share of Canada's GDP",0.000328968010237941
2007,"Nova Scotia","Share of Canada's GDP",0.00202514988961507
2007,"New Brunswick","Share of Canada's GDP",0.00162899380792198
2007,"Quebec","Share of Canada's GDP",0.00867423356475187
2007,"Ontario","Share of Canada's GDP",0.00994446842509259
2007,"Manitoba","Share of Canada's GDP",0.0023319331592782
2007,"Saskatchewan","Share of Canada's GDP",0.00125692401599583
2007,"Alberta","Share of Canada's GDP",0.00196873726358197
2007,"British Columbia","Share of Canada's GDP",0.00363322665642365
2008,"Newfoundland and Labrador","Share of Canada's GDP",0.00207840361222203
2008,"Prince Edward Island","Share of Canada's GDP",0.00033795180686537
2008,"Nova Scotia","Share of Canada's GDP",0.00213271729546825
2008,"New Brunswick","Share of Canada's GDP",0.00160587456797991
2008,"Quebec","Share of Canada's GDP",0.00934979882815211
2008,"Ontario","Share of Canada's GDP",0.0100462209444425
2008,"Manitoba","Share of Canada's GDP",0.00240307874096054
2008,"Saskatchewan","Share of Canada's GDP",0.00124197289023024
2008,"Alberta","Share of Canada's GDP",0.00239100903357249
2008,"British Columbia","Share of Canada's GDP",0.00341814113229546
2009,"Newfoundland and Labrador","Share of Canada's GDP",0.0017526509322652
2009,"Prince Edward Island","Share of Canada's GDP",0.000386295975266875
2009,"Nova Scotia","Share of Canada's GDP",0.00210267199716928
2009,"New Brunswick","Share of Canada's GDP",0.00174883252064806
2009,"Quebec","Share of Canada's GDP",0.0105184512013359
2009,"Ontario","Share of Canada's GDP",0.0110886673361615
2009,"Manitoba","Share of Canada's GDP",0.00256279059703411
2009,"Saskatchewan","Share of Canada's GDP",0.00123271055039858
2009,"Alberta","Share of Canada's GDP",0.00275052916820994
2009,"British Columbia","Share of Canada's GDP",0.00388459741849919
2010,"Newfoundland and Labrador","Share of Canada's GDP",0.00169743008604794
2010,"Prince Edward Island","Share of Canada's GDP",0.000390144821757837
2010,"Nova Scotia","Share of Canada's GDP",0.00191351029502151
2010,"New Brunswick","Share of Canada's GDP",0.00173824523663184
2010,"Quebec","Share of Canada's GDP",0.0106473522971727
2010,"Ontario","Share of Canada's GDP",0.0143153138444991
2010,"Manitoba","Share of Canada's GDP",0.00252693799938537
2010,"Saskatchewan","Share of Canada's GDP",0.00126406922249539
2010,"Alberta","Share of Canada's GDP",0.0028198467271051
2010,"British Columbia","Share of Canada's GDP",0.00490682141210817
2011,"Newfoundland and Labrador","Share of Canada's GDP",0.00136071830594517
2011,"Prince Edward Island","Share of Canada's GDP",0.000344407160286867
2011,"Nova Scotia","Share of Canada's GDP",0.0017445829150374
2011,"New Brunswick","Share of Canada's GDP",0.00162959263566176
2011,"Quebec","Share of Canada's GDP",0.00972795216404378
2011,"Ontario","Share of Canada's GDP",0.0117707206564818
2011,"Manitoba","Share of Canada's GDP",0.00231558856703511
2011,"Saskatchewan","Share of Canada's GDP",0.00113524716991448
2011,"Alberta","Share of Canada's GDP",0.00264928584836052
2011,"British Columbia","Share of Canada's GDP",0.00382173575572006
2012,"Newfoundland and Labrador","Share of Canada's GDP",0.0010759626335581
2012,"Prince Edward Island","Share of Canada's GDP",0.000337127661379345
2012,"Nova Scotia","Share of Canada's GDP",0.00183340530133248
2012,"New Brunswick","Share of Canada's GDP",0.00156414100036066
2012,"Quebec","Share of Canada's GDP",0.0093366849076812
2012,"Ontario","Share of Canada's GDP",0.0124879528853148
2012,"Manitoba","Share of Canada's GDP",0.00219789722094066
2012,"Saskatchewan","Share of Canada's GDP",0.00121442578019605
2012,"Alberta","Share of Canada's GDP",0.00284643014096424
2012,"British Columbia","Share of Canada's GDP",0.00392731834100354
2013,"Newfoundland and Labrador","Share of Canada's GDP",0.000873177878582539
2013,"Prince Edward Island","Share of Canada's GDP",0.00034064976840547
2013,"Nova Scotia","Share of Canada's GDP",0.00181890154117736
2013,"New Brunswick","Share of Canada's GDP",0.00148981704268689
2013,"Quebec","Share of Canada's GDP",0.00955291294979043
2013,"Ontario","Share of Canada's GDP",0.0120667820740419
2013,"Manitoba","Share of Canada's GDP",0.00209699371322441
2013,"Saskatchewan","Share of Canada's GDP",0.00114023047480164
2013,"Alberta","Share of Canada's GDP",0.00294966952241218
2013,"British Columbia","Share of Canada's GDP",0.00359364477904289
2014,"Newfoundland and Labrador","Share of Canada's GDP",0.000925360594877533
2014,"Prince Edward Island","Share of Canada's GDP",0.000327836310427902
2014,"Nova Scotia","Share of Canada's GDP",0.00173793346827758
2014,"New Brunswick","Share of Canada's GDP",0.00145721736148916
2014,"Quebec","Share of Canada's GDP",0.00977092563128541
2014,"Ontario","Share of Canada's GDP",0.0114076007896143
2014,"Manitoba","Share of Canada's GDP",0.00198155494666895
2014,"Saskatchewan","Share of Canada's GDP",0.00111835291829457
2014,"Alberta","Share of Canada's GDP",0.00308286438705137
2014,"British Columbia","Share of Canada's GDP",0.00346834775512332
2015,"Newfoundland and Labrador","Share of Canada's GDP",0.000775205092740754
2015,"Prince Edward Island","Share of Canada's GDP",0.000329072803464157
2015,"Nova Scotia","Share of Canada's GDP",0.00174785386756
2015,"New Brunswick","Share of Canada's GDP",0.00149012203828197
2015,"Quebec","Share of Canada's GDP",0.00993749626339088
2015,"Ontario","Share of Canada's GDP",0.0119812644534553
2015,"Manitoba","Share of Canada's GDP",0.00198749925267818
2015,"Saskatchewan","Share of Canada's GDP",0.00111332111828484
2015,"Alberta","Share of Canada's GDP",0.00331685289842804
2015,"British Columbia","Share of Canada's GDP",0.00357458472770607
2016,"Newfoundland and Labrador","Share of Canada's GDP",0.000725734188745196
2016,"Prince Edward Island","Share of Canada's GDP",0.000344600315472209
2016,"Nova Scotia","Share of Canada's GDP",0.0016948608639199
2016,"New Brunswick","Share of Canada's GDP",0.00150182544364822
2016,"Quebec","Share of Canada's GDP",0.00997316758288551
2016,"Ontario","Share of Canada's GDP",0.0122239309614497
2016,"Manitoba","Share of Canada's GDP",0.0020024339248643
2016,"Saskatchewan","Share of Canada's GDP",0.00117104863653306
2016,"Alberta","Share of Canada's GDP",0.00361287264846078
2016,"British Columbia","Share of Canada's GDP",0.00379109716692133
2017,"Newfoundland and Labrador","Share of Canada's GDP",0.000744169620221233
2017,"Prince Edward Island","Share of Canada's GDP",0.000352230943908857
2017,"Nova Scotia","Share of Canada's GDP",0.00164156437254075
